** Cluster Picker Results **
Input sequences =	/home/david/Dropbox/Niyukuri/EAC_Phylogenetic/2020_raw_data/EAC_HIV_1_A.fas
Input tree =	/home/david/Dropbox/Niyukuri/EAC_Phylogenetic/2020_raw_data/EAC_HIV_1_A.fas.nwk
Initial support threshold=	0.8
Support threshold=	0.7
Genetic distance threshold=	0.045
Large cluster threshold=	2
-------------------------
** Sequences with cluster assignment output with new names
** Tree modified to contain new names
** new names have form: Clust(C)_(SequenceName) where C = cluster number, e.g. Clust25_139320
-------------------------
Output sequences =	/home/david/Dropbox/Niyukuri/EAC_Phylogenetic/2020_raw_data/EAC_HIV_1_A_EAC_HIV_1_A.fas_clusterPicks.fas
Output tree=	/home/david/Dropbox/Niyukuri/EAC_Phylogenetic/2020_raw_data/EAC_HIV_1_A.fas_clusterPicks.nwk
Output figtree=	/home/david/Dropbox/Niyukuri/EAC_Phylogenetic/2020_raw_data/EAC_HIV_1_A.fas_clusterPicks.nwk.figTree
-------------------------
There are	2095	sequences
Tree has	2095	tips
Found	440	clusters
ClusterNumber	NumberOfTips	NumberOfTipsCheck	TipNames	Bootstrap	GD
299	28	28	[A1.TZ.2005.A1.TZ.2005.480B-11-16.KF531214, A1.TZ.2005.A1.TZ.2005.480B-08-25.KF531228, A1.TZ.2005.A1.TZ.2005.480B-16-26.KF531235, A1.TZ.2005.A1.TZ.2005.480B-04-26.KF531226, A1.TZ.2005.A1.TZ.2005.480B-04-16.KF531212, A1.TZ.2005.A1.TZ.2005.480B-02-18.KF531211, A1.TZ.2005.A1.TZ.2005.480B-38-16.KF531222, A1.TZ.2005.A1.TZ.2005.480B-37-16.KF531221, A1.TZ.2005.A1.TZ.2005.480B-17-18.KF531216, A1.TZ.2005.A1.TZ.2005.480B-02-16.KF531210, A1.TZ.2005.A1.TZ.2005.480B-20-20.KF531238, A1.TZ.2005.A1.TZ.2005.480B-39-16.KF531223, A1.TZ.2005.A1.TZ.2005.480B-23-16.KF531219, A1.TZ.2005.A1.TZ.2005.480B-21-16.KF531217, A1.TZ.2005.A1.TZ.2005.480B-22-16.KF531218, A1.TZ.2005.A1.TZ.2005.480B-05-18.KF531213, A1.TZ.2005.A1.TZ.2005.480B-29-16.KF531220, A1.TZ.2005.A1.TZ.2005.480B-07-24.KF531227, A1.TZ.2005.A1.TZ.2005.480B-10-26.KF531229, A1.TZ.2005.A1.TZ.2005.480B-16-24.KF531234, A1.TZ.2005.A1.TZ.2005.480B-01-24.KF531225, A1.TZ.2005.A1.TZ.2005.480B-16-20.KF531233, A1.TZ.2005.A1.TZ.2005.480B-22-20.KF531240, A1.TZ.2005.A1.TZ.2005.480B-23-20.KF531241, A1.TZ.2005.A1.TZ.2005.480B-17-20.KF531236, A1.TZ.2005.A1.TZ.2005.480B-12-26.KF531231, A1.TZ.2005.A1.TZ.2005.480B-47-16.KF531224, A1.TZ.2005.A1.TZ.2005.480B-21-20.KF531239]	0.927	0.04310344827586207
300	3	3	[A1.TZ.2006.07030100011173.KP681811, A1.TZ.2009.41498.KM458592, A1.TZ.2008.112310.KM438293]	0.838	0.04310344827586207
301	4	4	[A1.TZ.2010.030381_022510.JQ730776, A1.TZ.2009.41687.KM458586, A1.TZ.2004.S21Pol.JQ071467, A1.TZ.2005.TMS108.EU251810]	0.812	0.04310344827586207
302	4	4	[A1.TZ.2008.112309.KM438292, A1.TZ.2013.17038.KY747378, A1.TZ.2013.14189.KY747341, A1.TZ.2005.TBK095.EU251777]	0.796	0.03735632183908046
303	3	3	[A1.UG.2004.301V04004694.GU059331, A1.UG.2008.364.KC018759, A1.UG.2008.CP076303078.HQ995256]	0.821	0.04310344827586207
304	3	3	[A1.UG.1998.08_101507.FJ389110, A1.UG.1997.737.AY435346, A1.UG.2009.NTCPS717.HQ702630]	0.786	0.02586206896551724
305	2	2	[A1.RW.2008.441HENN.KC841691, A1.RW.2009.441HM12.KC841692]	0.946	0.017241379310344827
306	2	2	[A1.RW.2007.662.KC019026, A1.RW.2008.417HENN.KC841677]	0.834	0.03735632183908046
307	2	2	[A1.RW.2005.105-7717.JQ364523, A1.RW.2005.7717-PD.KC513712]	0.99	0.005747126436781609
308	2	2	[A1.KE.2011.KE12122.KP877954, A1.KE.2012.MK103.KP792097]	0.809	0.04310344827586207
309	3	3	[A1.KE.2009.KELKN246.JN628510, A1.KE.2009.KECGP062.JN628471, A1.KE.2012.MK64.KP792058]	0.752	0.04310344827586207
310	2	2	[A1.KE.2012.MK47.KP792041, A1.KE.2012.MK48.KP792042]	0.909	0.0028735632183908046
311	2	2	[A1.KE.2006.431.KC018811, A1.KE.2009.242.KC018634]	0.925	0.005747126436781609
312	2	2	[A1.UG.2008.CP076303093.HQ995270, A1.UG.2008.CP076303102.HQ995278]	0.9	0.005747126436781609
313	3	3	[A1.RW.2005.7895-PD.KC513716, A1.RW.2007.406HENN.KC841665, A1.RW.2008.406HM12.KC841666]	0.772	0.022988505747126436
314	3	3	[A1.KE.2006.691.KC019052, A1.KE.2005.05KE607907V4.KT022374, A1.KE.2012.MK79.KP792073]	0.756	0.04310344827586207
315	6	6	[A1.KE.2006.SNH003.KC516927, A1.KE.2012.MK06.KP792000, A1.KE.2012.MK05.KP791999, A1.KE.2012.MK10.KP792004, A1.KE.2012.MK76.KP792070, A1.KE.2011.053006_210111.KT833476]	0.758	0.04310344827586207
316	2	2	[A1.KE.2011.KE12095.KP877905, A1.KE.2012.MK70.KP792064]	0.819	0.034482758620689655
317	2	2	[A1.KE.2012.MK59.KP792053, A1.KE.2001.ML1901PCR2.EU110095]	0.761	0.034482758620689655
318	2	2	[A1.KE.2012.MK115.KP792109, A1.KE.2012.MK82.KP792076]	0.832	0.034482758620689655
319	2	2	[A1.KE.2012.MK43.KP792037, A1.KE.2000.KNH1207.AF457068]	0.853	0.022988505747126436
320	2	2	[A1.CD.2007.A_07CD0050.FR666632, A1.CD.2011.VIR21.KT315990]	0.865	0.040229885057471264
321	2	2	[A1.TZ.2005.TMS007.EU251788, A1.TZ.2008.112262.KM438269]	0.845	0.03735632183908046
322	7	7	[A1.RW.1994.94RW13.AF212293, A1.RW.2008.431HENN.KC841686, A1.RW.2009.419HENN.KC841679, A1.RW.2008.415HENN.KC841675, A1.RW.2005.105-8198.JQ364535, A1.RW.2005.8198-PD.KC513724, A1.RW.2007.348.KC018739]	0.808	0.04310344827586207
323	3	3	[A1.KE.2007.CP076301526.HQ993572, A1.KE.2010.379.KC018770, A1.KE.2011.KE12-034.KR003390]	0.762	0.040229885057471264
324	2	2	[A1.KE.2009.KEKSN406.JN628473, A1.KE.2010.KMR22_560041142202.JQ625649]	0.723	0.020114942528735632
325	3	3	[A1.KE.2009.KZQ74_530012992202.JQ625631, A1.KE.2009.NLHG-99.KT370919, A1.KE.2011.KE12090.KP877901]	0.758	0.040229885057471264
326	2	2	[A1.KE.2009.KIQ8_530018842202.JQ625659, A1.KE.2011.KE12-016.KR003383]	0.861	0.031609195402298854
327	8	8	[A1.TZ.2014.18874.KY747388, A1.TZ.2005.A1.TZ.2005.807B-42-19.KF531451, A1.TZ.2005.A1.TZ.2005.807B-38-19.KF531445, A1.TZ.2005.A1.TZ.2005.807B-24-20.KF531448, A1.TZ.2005.A1.TZ.2005.807B-09-20.KF531447, A1.TZ.2005.A1.TZ.2005.807B-33-19.KF531444, A1.TZ.2006.07914892.KP681759, A1.TZ.2006.079148921.KP681748]	0.876	0.034482758620689655
328	2	2	[A1.RW.2008.747HENN.KC841760, A1.RW.2008.751HENN.KC841764]	0.845	0.02586206896551724
329	4	4	[A1.RW.2008.407HENN.KC841667, A1.RW.2005.105-8073.JQ364532, A1.RW.2005.8073-PD.KC513721, A1.RW.2007.339.KC018728]	0.804	0.02586206896551724
330	4	4	[A1.KE.2009.KELKN218.JN628491, A1.KE.2012.MK58.KP792052, A1.KE.2009.KECGP061.JN628470, A1.KE.2009.KELKN234.JN628502]	0.735	0.04310344827586207
331	2	2	[A1.KE.2009.KMN12_560009512203.JQ625651, A1.KE.2012.MK114.KP792108]	0.923	0.034482758620689655
332	2	2	[A1.KE.2000.00KE561.AY492777, A1.KE.2009.KELKN222.JN628495]	0.751	0.020114942528735632
333	2	2	[A1.CD.2007.A_07CD3373.FR666646, A1.CD.2007.A_07CD2110.FR666633]	0.787	0.040229885057471264
334	2	2	[A1.CD.2007.A_07CD1425.FR666639, A1.CD.2007.A_07CD0335.FR666651]	0.75	0.04310344827586207
335	2	2	[A1.RW.2007.402HM12.KC841661, A1.RW.2008.410HENN.KC841670]	0.839	0.017241379310344827
336	3	3	[A1.RW.2006.121.KC018517, A1.RW.2006.655.KC019021, A1.RW.2007.705HENN.KC841730]	0.728	0.04310344827586207
337	2	2	[A1.KE.2010.KND41_560046632202.JQ625604, A1.KE.2010.LDC110_560043592202.JQ625622]	1.0	0.0028735632183908046
338	2	2	[A1.KE.2009.KELKN245.JN628509, A1.KE.2014.KE059_2014.KT213664]	0.869	0.04310344827586207
339	2	2	[A1.KE.2009.KELKN253.JN628516, A1.KE.2006.75.KC019096]	0.769	0.03735632183908046
340	5	5	[A1.KE.2012.MK105.KP792099, A1.KE.2012.MK74.KP792068, A1.KE.1986.ML170_1986.AF539405, A1.KE.2012.MK02.KP791996, A1.KE.2004.04KE860822V3.KT022369]	0.84	0.034482758620689655
341	12	12	[A1.TZ.2005.A1.TZ.2005.245B-08-01.KF531127, A1.TZ.2005.A1.TZ.2005.245B-21-05.KF531135, A1.TZ.2005.A1.TZ.2005.245B-04-01.KF531123, A1.TZ.2005.A1.TZ.2005.245B-39-05.KF531141, A1.TZ.2005.A1.TZ.2005.245B-32-01.KF531137, A1.TZ.2005.A1.TZ.2005.245B-05-01.KF531124, A1.TZ.2005.A1.TZ.2005.245B-17-06.KF531131, A1.TZ.2005.A1.TZ.2005.245B-02-06.KF531122, A1.TZ.2005.A1.TZ.2005.245B-07-06.KF531126, A1.TZ.2005.A1.TZ.2005.245B-07-05.KF531125, A1.TZ.2005.A1.TZ.2005.245B-38-01.KF531139, A1.TZ.2005.A1.TZ.2005.245B-22-01.KF531136]	0.977	0.03735632183908046
342	4	4	[A1.KE.2009.KELKN235.JN628503, A1.KE.2005.05KE520997V4.KT022373, A1.KE.1997.ML752.AY322193, A1.KE.2012.MK88.KP792082]	0.757	0.031609195402298854
343	2	2	[A1.KE.2002.ML2014.EU110094, A1.KE.2012.MK87.KP792081]	0.721	0.028735632183908046
344	2	2	[A1.KE.2012.MK125.KP792119, A1.KE.2012.MK132.KT033009]	0.988	0.0028735632183908046
345	3	3	[A1.KE.2012.MK97.KP792091, A1.KE.2004.04KE354207V3.KT022363, A1.KE.2012.MK83.KP792077]	0.857	0.020114942528735632
346	2	2	[A1.TZ.2005.TBK011.EU251722, A1.TZ.2008.112335.KM438305]	0.792	0.034482758620689655
347	2	2	[A1.RW.2005.105-7824.JQ364526, A1.RW.2008.720HENN.KC841743]	0.867	0.02586206896551724
348	2	2	[A1.RW.2007.735.KC019086, A1.RW.2008.423HENN.KC841681]	0.909	0.034482758620689655
349	3	3	[A1.KE.2012.MK104.KP792098, A1.KE.2012.MK08.KP792002, A1.KE.2012.MK09.KP792003]	0.772	0.04310344827586207
350	2	2	[A1.KE.2012.MK106.KP792100, A1.KE.2012.MK80.KP792074]	1.0	0.020114942528735632
351	2	2	[A1.KE.2009.537.KC018919, A1.KE.2009.KELKN212.JN628486]	0.951	0.014367816091954023
352	2	2	[A1.CD.2012.VIR92.KT315996, A1.BI.2007.102_1013.HG780855]	0.722	0.04310344827586207
353	3	3	[A1.RW.2005.6548-PD.KC513702, A1.RW.2005.105-6548.JQ364513, A1.RW.2006.543.KC018923]	0.765	0.040229885057471264
354	2	2	[A1.RW.2010.433.KC018813, A1.RW.2009.4.KC018482]	0.886	0.040229885057471264
355	2	2	[A1.KE.2005.05KE376579V4.KT022372, A1.KE.2011.KE12105.KP877912]	0.964	0.03735632183908046
356	2	2	[A1.KE.2006.SNH004.KC516928, A1.KE.2009.HIV104242.JN132361]	0.867	0.034482758620689655
357	4	4	[A1.KE.2009.KELKN216.JN628489, A1.KE.2007.557.KC018934, A1.KE.2010.147.KC018541, A1.KE.2010.227.KC018621]	0.775	0.034482758620689655
358	2	2	[A1.KE.2006.546.KC018926, A1.KE.2006.KTL014.KC516992]	0.708	0.03735632183908046
359	2	2	[A1.TZ.2006.07216609.KP681726, A1.TZ.2013.1st_90.KX775265]	0.758	0.02586206896551724
360	2	2	[A1.TZ.2002.CO0783V0.KX907352, A1.TZ.2014.17575.KY747383]	0.989	0.022988505747126436
361	2	2	[A1.TZ.2013.15672.KY747357, A1.TZ.2008.112302.KM438286]	0.737	0.034482758620689655
362	6	6	[A1.KE.2011.19.KC018584, A1.KE.2011.DEMA11KE001.KF716475, A1.KE.2010.458.KC018845, A1.KE.2009.177.KC018571, A1.KE.2009.575.KC018951, A1.KE.2007.249.KC018640]	0.953	0.02586206896551724
363	4	4	[A1.KE.2006.586.KC018959, A1.KE.2011.KE12084.KP877935, A1.KE.1997.ML605_3.AY322190, A1.KE.2009.KELKN240.JN628506]	0.738	0.03735632183908046
364	2	2	[A1.RW.2006.678.KC019042, A1.RW.2008.724HENN.KC841748]	0.832	0.04310344827586207
365	2	2	[A1.RW.2006.146.KC018540, A1.RW.2012.2075.KT982528]	0.774	0.040229885057471264
366	6	6	[A1.RW.2006.409.KC018794, A1.RW.2009.469HENN.KC841712, A1.RW.2008.753HENN.KC841765, A1.RW.2010.753HM12.KC841766, A1.RW.2008.429.KC018810, A1.RW.1993.93RW_024.AY713406]	0.777	0.03735632183908046
367	2	2	[A1.KE.2005.05KE643439V4.KT022375, A1.KE.2011.KE12103.KP877911]	0.843	0.034482758620689655
368	2	2	[A1.KE.2009.KELKN224.JN628496, A1.KE.2010.KELKN209.JN628483]	0.747	0.020114942528735632
369	2	2	[A1.KE.2012.MK07.KP792001, A1.KE.2009.KEKSN414.JN628478]	0.739	0.034482758620689655
370	2	2	[A1.KE.2011.KE12-036.KR003392, A1.KE.2009.163.KC018559]	0.865	0.040229885057471264
371	2	2	[A1.CD.2007.A1_07CD1246.FR666606, A1.CD.2007.A1_07CD0509.FR666607]	0.764	0.03735632183908046
372	2	2	[A1.TZ.2005.TBK099.EU251780, A1.TZ.2013.13796.KY747330]	0.816	0.031609195402298854
373	4	4	[A1.RW.2003.DEMA03RW001.KF716499, A1.RW.2007.R880_MPL_C11.KP223844, A1.RW.2009.494HENN.KC841723, A1.RW.2010.494HM12.KC841724]	0.778	0.040229885057471264
374	3	3	[A1.RW.2008.708.KC019065, A1.RW.2008.610.KC018983, A1.RW.2010.218.KC018610]	0.891	0.034482758620689655
375	3	3	[A1.KE.2009.KELKN231.JN628501, A1.KE.2009.NLHG-101.KT370862, A1.KE.2011.KE12092.KP877903]	0.948	0.03735632183908046
376	3	3	[A1.KE.2008.HIV101634.JN132273, A1.KE.2010.KELKN260.JN628519, A1.KE.2009.KELKN226.JN628498]	0.79	0.03735632183908046
377	2	2	[A1.RW.2008.728HENN.KC841750, A1.RW.2009.479HENN.KC841715]	0.747	0.040229885057471264
378	5	5	[A1.RW.2012.2159.KT982532, A1.RW.2008.717HENN.KC841740, A1.RW.2009.717HM12.KC841741, A1.RW.2005.105-8002.JQ364530, A1.RW.2005.8002-PD.KC513719]	0.73	0.03735632183908046
379	2	2	[A1.KE.2011.KE12-028.KR003387, A1.KE.2012.MK78.KP792072]	0.874	0.031609195402298854
380	2	2	[A1.KE.2011.KE12085.KP877936, A1.KE.2009.185.KC018578]	0.738	0.031609195402298854
381	2	2	[A1.KE.2011.KE12100.KP877908, A1.KE.2014.KE074_2014.KT213679]	0.863	0.028735632183908046
382	5	5	[A1.KE.2008.571.KC018948, A1.KE.2012.MK46.KP792040, A1.KE.1997.97KE104.AY492753, A1.KE.2012.MK101.KP792095, A1.KE.2010.258.KC018651]	0.773	0.040229885057471264
383	3	3	[A1.KE.2009.148.KC018542, A1.KE.2008.591.KC018966, A1.KE.2008.578.KC018953]	0.856	0.014367816091954023
384	2	2	[A1.RW.2006.279.KC018671, A1.RW.2009.114.KC018509]	0.937	0.008620689655172414
385	2	2	[A1.RW.2009.468HENN.KC841710, A1.RW.2010.468HM12.KC841711]	0.954	0.005747126436781609
386	2	2	[A1.RW.2008.466HENN.KC841709, A1.RW.2006.149.KC018543]	0.893	0.040229885057471264
387	2	2	[A1.RW.2006.90.KC019105, A1.RW.2009.675.KC019038]	0.797	0.02586206896551724
388	2	2	[A1.RW.2008.729HENN.KC841751, A1.RW.2009.232.KC018625]	0.816	0.040229885057471264
389	3	3	[A1.KE.2006.KAP001.KC516873, A1.KE.2012.MK28.KP792022, A1.KE.2012.MK57.KP792051]	0.754	0.040229885057471264
390	2	2	[A1.RW.2005.105-8008.JQ364531, A1.RW.2005.8008-PD.KC513720]	0.929	0.020114942528735632
391	2	2	[A1.KE.2008.588.KC018961, A1.KE.2008.732.KC019083]	0.959	0.0028735632183908046
392	2	2	[A1.KE.2006.710.KC019067, A1.KE.2008.172.KC018567]	0.901	0.03735632183908046
393	3	3	[A1.UG.1997.604.AY428699, A1.UG.2008.CP076300737.HQ995326, A1.UG.2008.CP076300770.HQ995339]	0.732	0.020114942528735632
394	2	2	[A1.UG.2006.MBA1141.KJ906839, A1.UG.2007.MBA1270.KJ906962]	0.83	0.034482758620689655
395	3	3	[A1.UG.2008.CP076300750.HQ995329, A1.UG.2002.AMU075.KJ906692, A1.UG.2006.MBA1164.KJ906862]	0.772	0.03735632183908046
396	4	4	[A1.UG.2002.AMU027.KJ906647, A1.UG.1997.821.AY435368, A1.UG.1997.444.AF388142, A1.UG.1997.662.AY435329]	0.808	0.031609195402298854
397	2	2	[A1.UG.2008.CP076301811.HQ995155, A1.UG.2008.CP076302969.HQ995054]	0.942	0.031609195402298854
398	2	2	[A1.UG.2008.CP076300861.HQ995124, A1.UG.2008.CP076302040.JN630977]	0.959	0.014367816091954023
399	2	2	[A1.UG.2008.CP076302967.HQ995053, A1.UG.2008.CP076303044.HQ995228]	0.763	0.005747126436781609
400	2	2	[A1.UG.2005.E7105_B.JN652153, A1.UG.2007.E7105_1.JN652186]	0.971	0.03735632183908046
401	2	2	[A1.UG.1997.551.AY435300, A1.UG.2008.CP076301924.HQ995395]	0.838	0.017241379310344827
402	4	4	[A1.UG.2004.318883_Z.HM037838, A1.UG.1998.07_156997.FJ389099, A1.UG.2008.CP076301832.JN630966, A1.UG.2008.CP076303061.HQ995241]	0.715	0.028735632183908046
403	4	4	[A1.UG.2008.CP076300790.HQ995354, A1.UG.2008.CP076301874.HQ995006, A1.UG.2008.CP076302928.HQ995485, A1.UG.2008.CP076301786.HQ994972]	0.871	0.028735632183908046
404	2	2	[A1.UG.2002.AMU025.KJ906645, A1.UG.2004.413614_D.HM037873]	0.871	0.034482758620689655
405	3	3	[A1.UG.2008.CP076301884.HQ995012, A1.UG.2007.CP076304858.JQ480242, A1.UG.2008.CP076301880.HQ995009]	0.874	0.040229885057471264
406	2	2	[A1.UG.2004.440672_L.HM037831, A1.UG.2008.CP076302994.HQ995066]	0.868	0.017241379310344827
407	2	2	[A1.UG.2006.IAEAM013.EU306752, A1.UG.2008.CP076303120.HQ995295]	0.845	0.040229885057471264
408	3	3	[A1.UG.1998.08_102868.FJ389147, A1.UG.2008.MBA1419.KJ907104, A1.UG.2008.MBA1444.KJ907126]	0.902	0.02586206896551724
409	3	3	[A1.UG.2011.694.KC019055, A1.UG.2008.CP076300797.HQ995358, A1.UG.2008.CP076301920.HQ995392]	0.774	0.031609195402298854
410	2	2	[A1.UG.2005.P0079_160305.EF186140, A1.UG.2009.AICPS035.HQ702682]	0.994	0.005747126436781609
411	2	2	[A1.UG.2007.CP076305927.JQ480262, A1.UG.2008.CP076303025.HQ995089]	0.848	0.0028735632183908046
412	3	3	[A1.UG.1997.427.AY435290, A1.UG.2010.JCRMARCH070_0.JX181992, A1.UG.2010.JCRMARCH070_18.KX073725]	0.779	0.034482758620689655
413	2	2	[A1.UG.2002.AMU008.KJ906632, A1.UG.2005.P0289_140905.EF186150]	0.822	0.034482758620689655
414	2	2	[A1.UG.2008.CP076300852.HQ995119, A1.UG.2008.CP076302050.HQ995202]	0.761	0.03735632183908046
415	2	2	[A1.UG.1997.253.AY435264, A1.UG.2009.2917HR.JF800194]	0.885	0.031609195402298854
416	2	2	[A1.UG.2008.A0721_1.JN652170, A1.UG.2008.A0721_B.JN652138]	0.88	0.03735632183908046
417	3	3	[A1.UG.2008.CP076300869.HQ994962, A1.UG.2008.CP076301814.HQ995158, A1.UG.2008.CP076301947.HQ995412]	0.783	0.034482758620689655
418	3	3	[A1.UG.2008.CP076300833.HQ994953, A1.UG.1997.776.AY435364, A1.UG.1997.877.AY435380]	0.775	0.04310344827586207
419	2	2	[A1.UG.2008.CP076301789.HQ995145, A1.UG.2008.CP076303017.HQ995081]	0.717	0.0028735632183908046
420	3	3	[A1.UG.2007.CP076305898.JQ480259, A1.UG.2008.CP076301815.HQ995159, A1.UG.2008.CP076303014.HQ995079]	0.869	0.014367816091954023
421	6	6	[A1.UG.2002.TC029004.DQ079822, A1.UG.2008.CP076300804.HQ994942, A1.UG.2009.3153HR.JF800217, A1.UG.2009.AICPS180.HQ702659, A1.UG.2009.MBA1477.KJ907155, A1.UG.2002.AMU002.KJ906626]	0.836	0.04310344827586207
422	3	3	[A1.UG.1998.07_157001.FJ389103, A1.UG.2008.CP076302048.HQ995020, A1.UG.2010.JFPMARCH048_0.JX182009]	0.78	0.040229885057471264
423	3	3	[A1.UG.2003.301V03000895.GU059285, A1.UG.2003.301V04000911BM.GU059301, A1.UG.2008.MBA1468.KJ907146]	0.927	0.02586206896551724
424	3	3	[A1.UG.2009.MBA1514.KJ907189, A1.UG.2008.CP076302912.HQ995476, A1.UG.2008.HIV102885.JN132313]	0.721	0.02586206896551724
425	2	2	[A1.UG.1997.718NT6W.AF388116, A1.UG.2004.348121_H.HM037821]	0.778	0.028735632183908046
426	2	2	[A1.UG.2004.370903_R.HM037862, A1.UG.2008.CP076303085.HQ995262]	0.73	0.028735632183908046
427	2	2	[A1.UG.2004.404615_W.HM037870, A1.UG.2008.CP076300856.HQ995120]	0.905	0.034482758620689655
428	3	3	[A1.UG.2004.393958_V.HM037867, A1.UG.2008.CP076303097.HQ995273, A1.UG.2010.KMV28_550032312202.JQ625647]	0.918	0.02586206896551724
429	3	3	[A1.UG.1997.667.AY428705, A1.UG.2008.CP076301831.HQ995165, A1.UG.2008.CP076303036.HQ995097]	0.846	0.028735632183908046
430	3	3	[A1.UG.1997.667.DQ230348, A1.UG.2002.AMU030.KJ906650, A1.UG.1997.667.DQ230351]	0.982	0.03735632183908046
431	4	4	[A1.UG.1997.599.AF388097, A1.UG.1997.599.AY428702, A1.UG.1997.599.DQ230345, A1.UG.1997.599.DQ230346]	0.993	0.014367816091954023
432	4	4	[A1.UG.2006.IAEM050.EU306777, A1.UG.2007.CP076305925.JQ480261, A1.UG.1997.180.AF388071, A1.UG.1997.573.AY435315]	0.89	0.031609195402298854
433	4	4	[A1.UG.1997.192.AY435247, A1.UG.2007.MBA1303.KJ906993, A1.UG.2007.CP076304823.JQ480240, A1.UG.2008.CP076300741.HQ994931]	0.923	0.028735632183908046
434	2	2	[A1.UG.1997.408.AY435265, A1.UG.2008.CP076300822.HQ994950]	0.844	0.022988505747126436
435	3	3	[A1.UG.1997.882.AY435386, A1.UG.1997.623.AF388104, A1.UG.1997.623.AY428701]	0.847	0.017241379310344827
436	15	15	[A1.UG.2010.6891HR.JF800228, A1.UG.2008.MBA1420.KJ907105, A1.UG.1997.185.DQ230341, A1.UG.1997.185.AF388138, A1.UG.1997.185.AY428677, A1.UG.1997.119758j_185.AY129515, A1.UG.1997.119758j_185.AY129519, A1.UG.1997.119758j_185.AY129511, A1.UG.1997.119758j_185.AY129517, A1.UG.1997.119758j_185.AY129518, A1.UG.1997.185.AY435391, A1.UG.1997.119758j_185.AY129512, A1.UG.1997.119758j_185.AY129513, A1.UG.1997.119758j_185.AY129510, A1.UG.2004.317296_E.HM037836]	0.742	0.04310344827586207
437	5	5	[A1.UG.1997.32.AY435231, A1.UG.1997.845.AY435373, A1.UG.2008.CP076300788.HQ995352, A1.UG.2008.CP076300799.HQ995360, A1.UG.1997.231.AY435260]	0.999	0.022988505747126436
438	3	3	[A1.UG.2008.CP076300885.HQ995137, A1.UG.2002.TC022404.DQ079831, A1.UG.2002.TC026104.DQ079824]	0.808	0.04310344827586207
439	4	4	[A1.UG.2002.AMU046.KJ906666, A1.UG.2006.MBA1077.KJ906777, A1.UG.2008.CP076301914.HQ995388, A1.UG.2005.MBA1048.KJ906749]	0.841	0.03735632183908046
440	2	2	[A1.UG.2004.337081_S.HM037852, A1.UG.2008.CP076300775.HQ995343]	0.794	0.031609195402298854
-------------------------
